4096,1024,4194304,8,True,267
65536,1024,4194304,2,True,280
1024,512,4194304,2,True,283
1024,512,4194304,10,True,269
2048,512,4194304,1,True,284
2048,512,4194304,2,True,283
16384,512,4194304,4,True,280
32768,512,4194304,10,True,274
8192,1024,2097152,2,True,285
8192,1024,2097152,10,True,274
512,256,4194304,1,True,286
8192,256,4194304,4,True,283
512,1024,1048576,12,True,272
8192,1024,1048576,6,True,280
512,128,4194304,1,True,288
1024,128,4194304,12,True,276
8192,128,4194304,6,True,282
32768,128,4194304,1,True,288
1024,256,2097152,2,True,286
1024,256,2097152,12,True,277
512,512,1048576,12,True,278
1024,512,1048576,2,True,286
4096,512,1048576,1,True,288
8192,512,1048576,2,True,287
512,128,2097152,1,True,290
2048,128,2097152,12,True,282
8192,128,2097152,8,True,285
32768,128,2097152,12,True,282
32768,256,1048576,8,True,285
65536,256,1048576,4,True,289
4096,512,524288,6,True,288
16384,512,524288,10,True,284
65536,512,524288,6,True,289
1024,1024,262144,4,True,289
32768,1024,262144,6,True,290
1024,60,4194304,2,True,291
65536,256,524288,2,True,293
32768,512,262144,8,True,289
65536,512,262144,1,True,294
16384,1024,131072,8,True,289
4096,30,4194304,2,True,293
65536,30,4194304,1,True,294
1024,60,2097152,2,True,293
2048,60,2097152,8,True,291
8192,60,2097152,8,True,290
8192,60,2097152,10,True,289
8192,60,2097152,12,True,288
32768,60,2097152,1,True,295
16384,256,262144,6,True,293
32768,512,131072,8,True,292
65536,1024,65536,6,True,293
2048,15,4194304,10,True,292
65536,15,4194304,12,True,290
1024,30,2097152,10,True,292
2048,30,2097152,10,True,292
1024,60,1048576,1,True,299
1024,60,1048576,12,True,290
32768,60,1048576,10,True,292
4096,128,262144,10,True,293
512,256,131072,12,True,291
16384,256,131072,12,True,292
32768,256,131072,12,True,292
65536,256,131072,4,True,296
512,512,65536,1,True,301
32768,512,65536,6,True,296
32768,512,65536,10,True,295
65536,512,65536,4,True,297
16384,15,2097152,1,True,302
32768,15,2097152,12,True,293
512,30,1048576,8,True,296
2048,30,1048576,4,True,298
16384,30,1048576,4,True,298
4096,60,524288,1,True,302
2048,7,4194304,2,True,301
16384,7,4194304,10,True,299
1024,128,131072,2,True,302
16384,128,131072,12,True,298
512,15,1048576,4,True,301
4096,30,524288,6,True,300
16384,30,524288,10,True,299
32768,30,524288,4,True,302
4096,60,262144,4,True,302
32768,128,65536,10,True,301
16384,15,524288,4,True,303
16384,15,524288,12,True,300
2048,7,1048576,4,True,304
4096,7,1048576,4,True,304
16384,7,1048576,8,True,302
512,15,262144,1,True,307
8192,15,262144,6,True,304
1024,30,131072,4,True,305
2048,30,131072,4,True,306
2048,30,131072,12,True,301
8192,60,65536,4,True,305
8192,60,65536,8,True,303
1024,7,524288,6,True,305
32768,15,131072,8,True,305
65536,15,131072,4,True,307
4096,7,262144,12,True,304
16384,15,65536,1,True,308
65536,7,131072,1,True,308
65536,7,131072,2,True,307
512,7,65536,4,True,308
