2048,512,4194304,10,True,92
16384,1024,2097152,4,True,96
16384,256,4194304,10,True,92
8192,512,2097152,4,True,97
16384,1024,1048576,2,True,100
8192,128,4194304,4,True,102
1024,256,2097152,2,True,104
65536,256,2097152,10,True,96
1024,512,1048576,4,True,101
1024,512,1048576,8,True,98
16384,512,1048576,6,True,100
8192,1024,524288,8,True,99
65536,1024,524288,12,True,94
65536,128,2097152,6,True,101
8192,256,1048576,6,True,101
8192,256,1048576,10,True,98
65536,256,1048576,1,True,112
8192,512,524288,4,True,109
65536,512,524288,6,True,106
8192,1024,262144,8,True,104
65536,1024,262144,8,True,103
8192,60,4194304,6,True,105
16384,128,1048576,12,True,99
1024,256,524288,10,True,104
2048,256,524288,1,True,117
2048,128,524288,6,True,113
16384,128,524288,2,True,118
512,256,262144,6,True,114
1024,256,262144,1,True,120
32768,256,262144,6,True,114
512,512,131072,12,True,105
65536,512,131072,10,True,110
2048,1024,65536,6,True,114
32768,1024,65536,4,True,117
65536,1024,65536,8,True,113
1024,15,4194304,1,True,123
2048,15,4194304,1,True,123
8192,15,4194304,8,True,115
512,30,2097152,8,True,115
16384,30,2097152,4,True,120
1024,60,1048576,12,True,109
8192,128,262144,10,True,118
512,256,131072,12,True,113
1024,256,131072,8,True,122
8192,256,131072,6,True,125
32768,256,131072,10,True,119
512,512,65536,2,True,128
512,15,2097152,8,True,123
512,15,2097152,10,True,120
1024,15,2097152,12,True,117
1024,30,1048576,2,True,131
1024,30,1048576,4,True,126
32768,30,1048576,8,True,123
65536,30,1048576,12,True,117
16384,60,524288,8,True,123
32768,60,524288,10,True,120
2048,7,4194304,1,True,137
16384,7,4194304,4,True,134
8192,128,131072,6,True,135
2048,256,65536,2,True,138
8192,256,65536,4,True,136
16384,15,1048576,10,True,128
4096,30,524288,6,True,136
1024,128,65536,1,True,140
2048,128,65536,12,True,128
16384,128,65536,10,True,130
1024,15,524288,2,True,140
1024,15,524288,10,True,131
512,30,262144,1,True,142
1024,30,262144,2,True,140
65536,30,262144,12,True,130
1024,60,131072,12,True,130
2048,60,131072,1,True,141
4096,7,1048576,6,True,136
32768,15,262144,12,True,133
512,30,131072,2,True,141
512,30,131072,12,True,133
2048,60,65536,12,True,133
32768,60,65536,10,True,135
512,7,524288,4,True,140
32768,7,524288,10,True,137
512,15,131072,4,True,141
1024,30,65536,4,True,141
2048,15,65536,4,True,142
65536,15,65536,8,True,140
1024,7,131072,1,True,145
4096,7,131072,12,True,137
512,7,65536,10,True,139
16384,7,65536,2,True,145
65536,7,65536,1,True,148
